,Overview,Overview,Overview,Overview,Overview,Overview,Overview,Overview,Overview,Overview,Overview,Overview,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: Raw Amounts,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: % of Total Contributions,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Types: Contributors,Contribution Locations: Raw Amounts,Contribution Locations: Raw Amounts,Contribution Locations: Raw Amounts,Contribution Locations: Raw Amounts,Contribution Locations: Raw Amounts,Contribution Locations: Raw Amounts,Contribution Locations: Raw Amounts,Contribution Locations: % of Total Contributions,Contribution Locations: % of Total Contributions,Contribution Locations: % of Total Contributions,Contribution Locations: % of Total Contributions,Contribution Locations: % of Total Contributions,Contribution Locations: % of Total Contributions,Contribution Locations: % of Total Contributions,Contribution Locations: Contributors,Contribution Locations: Contributors,Contribution Locations: Contributors,Contribution Locations: Contributors,Contribution Locations: Contributors,Contribution Locations: Contributors,Contribution Locations: Contributors,Contribution Industries: Raw Amounts,Contribution Industries: Raw Amounts,Contribution Industries: Raw Amounts,Contribution Industries: Raw Amounts,Contribution Industries: Raw Amounts,Contribution Industries: Raw Amounts,Contribution Industries: % of Total Contributions,Contribution Industries: % of Total Contributions,Contribution Industries: % of Total Contributions,Contribution Industries: % of Total Contributions,Contribution Industries: % of Total Contributions,Contribution Industries: % of Total Contributions,Contribution Industries: Contributors,Contribution Industries: Contributors,Contribution Industries: Contributors,Contribution Industries: Contributors,Contribution Industries: Contributors,Contribution Industries: Contributors,Expenditure Locations: Raw Amounts,Expenditure Locations: Raw Amounts,Expenditure Locations: Raw Amounts,Expenditure Locations: Raw Amounts,Expenditure Locations: Raw Amounts,Expenditure Locations: Raw Amounts,Expenditure Locations: Raw Amounts,Expenditure Locations: % of Total Expenditures,Expenditure Locations: % of Total Expenditures,Expenditure Locations: % of Total Expenditures,Expenditure Locations: % of Total Expenditures,Expenditure Locations: % of Total Expenditures,Expenditure Locations: % of Total Expenditures,Expenditure Locations: % of Total Expenditures,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: Raw Amounts,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures,Expenditure Types: % of Total Expenditures
9,"Aquino, Fernando A",Participant,City Council District 14,A,2265,False,False,39618.0,405,97.82,254.96,39363.04,0,0,0,0,39618.0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,408,0,0,0,0,0,0,0,0,8455.0,16597.0,991.0,0,2730.0,16597.0,28773.0,21.34%,41.89%,2.5%,0.0%,6.89%,41.89%,72.63%,52,258,18,0,22,258,350,10.0,2031.0,460.0,2300.0,1340.0,276.0,0.03%,5.13%,1.16%,5.81%,3.38%,0.7%,1,30,4,15,34,12,0,0,0,0,0,254.96,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.64%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,254.96,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.64%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
10,"Ardila, Juan D",Participant,City Council District 30,A,2314,False,False,20582.0,299,68.84,7570.13,13011.869999999999,3000.0,0,0,0,17582.0,0,0,0,0,0,0,0,0,14.58%,0.0%,0.0%,0.0%,85.42%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,298,0,0,0,0,0,0,0,0,1182.0,150.0,16014.0,161.0,1290.0,150.0,18797.0,5.74%,0.73%,77.81%,0.78%,6.27%,0.73%,91.33%,29,7,191,4,45,7,276,70.0,1949.0,0,1385.0,10.0,1089.0,0.34%,9.47%,0.0%,6.73%,0.05%,5.29%,2,61,0,11,1,33,156.0,0,102.0,0,7000.0,312.13,7258.0,0.76%,0.0%,0.5%,0.0%,34.01%,1.52%,35.26%,0,0,0,0,0,5500.0,0,0,0,0,0,0,2070.13,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,26.72%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,10.06%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
12,"Avella, Tony",Participant,City Council District 19,A,51,False,False,14995.83,164,91.44,8741.269999999999,6254.560000000001,500.0,0,0,0,13777.94,0,0,0,0,0,0,717.89,0,3.33%,0.0%,0.0%,0.0%,91.88%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,4.79%,0.0%,1,0,0,0,162,0,0,0,0,0,0,1,0,225.0,5.0,13340.83,0,200.0,5.0,13770.83,1.5%,0.03%,88.96%,0.0%,1.33%,0.03%,91.83%,2,1,152,0,2,1,157,175.0,520.0,150.0,700.0,6798.0,200.0,1.17%,3.47%,1.0%,4.67%,45.33%,1.33%,1,8,2,3,93,2,7824.18,0,688.06,0,0,229.03000000000003,8512.240000000002,52.18%,0.0%,4.59%,0.0%,0.0%,1.53%,56.76%,0,96.35000000000001,0,0,0,0,0,7137.34,0,0,0,1761.5900000000001,281.61,0,0,275.0,0,0,0,0,0,0,0,0.0%,0.64%,0.0%,0.0%,0.0%,0.0%,0.0%,47.6%,0.0%,0.0%,0.0%,11.75%,1.88%,0.0%,0.0%,1.83%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
13,"Aviles, Alexa",Participant,City Council District 38,A,2306,False,False,29705.86,305,97.4,1403.53,28302.33,1749.8600000000001,0,0,0,27956.0,0,0,0,0,0,0,0,0,5.89%,0.0%,0.0%,0.0%,94.11%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,304,0,0,0,0,0,0,0,0,4655.0,505.0,946.0,378.0,15729.0,505.0,22213.0,15.67%,1.7%,3.18%,1.27%,52.95%,1.7%,74.78%,28,9,13,5,189,9,244,50.0,1939.0,440.0,820.0,3898.0,120.0,0.17%,6.53%,1.48%,2.76%,13.12%,0.4%,1,35,5,10,24,5,0,0,0,0,814.1,589.4300000000001,814.1,0.0%,0.0%,0.0%,0.0%,2.74%,1.98%,2.74%,749.86,0,0,0,0,0,0,0,0,0,0,0,653.6700000000001,0,0,0,0,0,0,0,0,0,0,2.52%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
14,"Ayala, Diana",Participant,City Council District 08,A,1929,False,False,22403.6,182,123.1,1775.2999999999997,20628.3,38.6,0,0,0,19865.0,0,2050.0,0,0,450.0,0,0,0,0.17%,0.0%,0.0%,0.0%,88.67%,0.0%,9.15%,0.0%,0.0%,2.01%,0.0%,0.0%,0.0%,1,0,0,0,176,0,3,0,0,2,0,0,0,10130.0,7095.0,910.0,0,1650.0,7095.0,19785.0,45.22%,31.67%,4.06%,0.0%,7.36%,31.67%,88.31%,100,50,7,0,10,50,167,0,725.0,25.0,290.0,1235.0,240.0,0.0%,3.24%,0.11%,1.29%,5.51%,1.07%,0,10,1,5,25,5,200.0,0,0,0,0,1575.2999999999997,200.0,0.89%,0.0%,0.0%,0.0%,0.0%,7.03%,0.89%,0,0,0,0,0,0,0,0,0,0,0,0,1775.2999999999997,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,7.92%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
15,"Barnes, Amoy K",Participant,City Council District 49,A,2255,False,False,44352.0,489,90.7,2808.26,41543.74,0,0.0,0,0,43002.0,0,100.0,0,0,1250.0,0,0,0,0.0%,0.0%,0.0%,0.0%,96.96%,0.0%,0.23%,0.0%,0.0%,2.82%,0.0%,0.0%,0.0%,0,1,0,0,487,0,1,0,0,2,0,0,0,5722.0,1400.0,1707.0,18657.0,6323.0,1400.0,33809.0,12.9%,3.16%,3.85%,42.07%,14.26%,3.16%,76.23%,48,15,24,189,75,15,351,225.0,7010.0,200.0,3770.0,5121.0,1099.0,0.51%,15.81%,0.45%,8.5%,11.55%,2.48%,2,77,2,32,48,18,323.98,0,833.0,297.35,0,1353.93,1454.33,0.73%,0.0%,1.88%,0.67%,0.0%,3.05%,3.28%,0,0,0,0,0,0,0,301.57000000000005,0,337.76,0,0,1871.5800000000002,0,0,26.35,271.0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.68%,0.0%,0.76%,0.0%,0.0%,4.22%,0.0%,0.0%,0.06%,0.61%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
16,"Bean, Jaime-Faye",Participant,City Council District 22,A,2296,False,False,4095.0,108,37.92,1005.1899999999999,3089.81,100.0,0.0,0,250.0,3745.0,0,0,0,0,0,0,0,0,2.44%,0.0%,0.0%,6.11%,91.45%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,1,0,3,103,0,0,0,0,0,0,0,0,295.0,150.0,2830.0,0,245.0,150.0,3520.0,7.2%,3.66%,69.11%,0.0%,5.98%,3.66%,85.96%,5,2,85,0,7,2,99,0,425.0,0,60.0,600.0,0,0.0%,10.38%,0.0%,1.47%,14.65%,0.0%,0,4,0,2,11,0,454.05,0,453.94,0,0,97.19999999999999,907.99,11.09%,0.0%,11.09%,0.0%,0.0%,2.37%,22.17%,0,0,0,0,0,0,0,887.88,0,0,0,0,241.24999999999997,0,0,0,0,310.0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,21.68%,0.0%,0.0%,0.0%,0.0%,5.89%,0.0%,0.0%,0.0%,0.0%,7.57%,0.0%,0.0%,0.0%,0.0%,0.0%
17,"Beckford, Roy A",Participant,City Council District 45,A,2140,False,False,2418.0,41,58.98,848.8000000000001,1569.1999999999998,0,0,0,0,2418.0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,41,0,0,0,0,0,0,0,0,272.0,70.0,120.0,350.0,1406.0,70.0,2218.0,11.25%,2.89%,4.96%,14.47%,58.15%,2.89%,91.73%,5,2,3,1,26,2,37,400.0,495.0,0,177.0,64.0,45.0,16.54%,20.47%,0.0%,7.32%,2.65%,1.86%,1,6,0,3,3,2,130.0,0,0,0,145.55,573.25,275.55,5.38%,0.0%,0.0%,0.0%,6.02%,23.71%,11.4%,0,0,0,0,0,0,0,0,0,37.79,0,0,811.01,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1.56%,0.0%,0.0%,33.54%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
18,"Beltzer, Michael",Undetermined,Undeclared,,1985,False,False,3417.0,97,35.23,1023.3300000000002,2393.67,0,0,0,0,3417.0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,97,0,0,0,0,0,0,0,0,570.0,2222.0,420.0,10.0,140.0,2222.0,3362.0,16.68%,65.03%,12.29%,0.29%,4.1%,65.03%,98.39%,14,63,11,1,6,63,94,0,207.0,0,50.0,790.0,117.0,0.0%,6.06%,0.0%,1.46%,23.12%,3.42%,0,10,0,2,13,5,0,75.22999999999999,0,0,0,948.1,75.22999999999999,0.0%,2.2%,0.0%,0.0%,0.0%,27.75%,2.2%,0,0,0,0,0,0,0,344.18,0,0,0,0,598.45,0,0,0,0,80.7,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,10.07%,0.0%,0.0%,0.0%,0.0%,17.51%,0.0%,0.0%,0.0%,0.0%,2.36%,0.0%,0.0%,0.0%,0.0%,0.0%
19,"Benjamin, Brian A",Participant,Comptroller,A,2258,False,False,462327.0,1673,276.35,76054.17,386272.83,0,0,0,0,458377.0,0,0,0,0,3950.0,0,0,0,0.0%,0.0%,0.0%,0.0%,99.15%,0.0%,0.0%,0.0%,0.0%,0.85%,0.0%,0.0%,0.0%,0,0,0,0,1676,0,0,0,0,3,0,0,0,245100.0,17172.0,25790.0,7460.0,40500.0,17172.0,336022.0,53.01%,3.71%,5.58%,1.61%,8.76%,3.71%,72.68%,1040,166,94,15,134,166,1447,825.0,25977.0,17110.0,16885.0,21853.0,9485.0,0.18%,5.62%,3.7%,3.65%,4.73%,2.05%,5,95,26,49,162,22,69354.28,0,0,0,0,6699.889999999999,69354.28,15.0%,0.0%,0.0%,0.0%,0.0%,1.45%,15.0%,0,0,0,0,0,67996.0,0,4478.08,0,0,0,0,3070.45,0,0,0,0,509.64,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,14.71%,0.0%,0.97%,0.0%,0.0%,0.0%,0.0%,0.66%,0.0%,0.0%,0.0%,0.0%,0.11%,0.0%,0.0%,0.0%,0.0%,0.0%
20,"Benjamin, Latoya",Participant,City Council District 31,A,2344,False,False,3421.0,30,114.03,201.65,3219.35,0,0,0,0,3421.0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,31,0,0,0,0,0,0,0,0,150.0,0,2245.0,175.0,401.0,0,2971.0,4.38%,0.0%,65.62%,5.12%,11.72%,0.0%,86.85%,2,0,17,1,5,0,25,175.0,175.0,0,0,150.0,0,5.12%,5.12%,0.0%,0.0%,4.38%,0.0%,1,1,0,0,2,0,0,0,91.7,0,0,109.94999999999999,91.7,0.0%,0.0%,2.68%,0.0%,0.0%,3.21%,2.68%,0,0,0,0,0,91.7,0,0,0,0,0,0,109.94999999999999,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,2.68%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3.21%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
21,"Boccardi, Evan F",Participant,City Council District 29,A,2233,False,False,1100.0,1,1100.0,496.34000000000003,603.66,1100.0,0,0,0,0,0,0,0,0,0,0,0,0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100.0,0,0,0,1100.0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,50.0,0,76.88,0,0,369.46000000000004,126.88,4.55%,0.0%,6.99%,0.0%,0.0%,33.59%,11.53%,0,0,0,0,0,0,0,0,0,59.22,0,123.15,313.97,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5.38%,0.0%,11.2%,28.54%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
22,"Bortoli, Tavo T",Participant,City Council District 26,A,2363,False,False,175.0,1,175.0,0,175.0,0,0,0,0,175.0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,175.0,0,0,0,175.0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
23,"Bottcher, Erik",Participant,City Council District 03,A,2312,False,False,114355.97,695,164.54,4653.24,109702.73,338.97,0,1000.0,0,113017.0,0,0,0,0,0,0,0,0,0.3%,0.0%,0.87%,0.0%,98.83%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,1,0,694,0,0,0,0,0,0,0,0,90187.0,295.0,1015.0,325.0,4820.0,295.0,96642.0,78.87%,0.26%,0.89%,0.28%,4.21%,0.26%,84.51%,524,7,13,3,44,7,590,0,2328.0,3475.0,2050.0,9602.0,75.0,0.0%,2.04%,3.04%,1.79%,8.4%,0.07%,0,29,11,15,78,1,479.87,0,0,0,0,4173.37,479.87,0.42%,0.0%,0.0%,0.0%,0.0%,3.65%,0.42%,338.97,0,0,0,0,0,0,117.63,0,0,0,140.9,246.4,0,0,0,0,4048.34,0,0,0,0,0,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.1%,0.0%,0.0%,0.0%,0.12%,0.22%,0.0%,0.0%,0.0%,0.0%,3.54%,0.0%,0.0%,0.0%,0.0%,0.0%
24,"Brannan, Justin",Participant,City Council District 43,A,1990,False,False,72942.0,402,181.45,43683.31,29258.690000000002,0,0,2025.0,0,58242.0,0,0,0,50.0,12625.0,0,0,0,0.0%,0.0%,2.78%,0.0%,79.85%,0.0%,0.0%,0.0%,0.07%,17.31%,0.0%,0.0%,0.0%,0,0,5,0,380,0,0,0,2,17,0,0,0,14610.0,275.0,5075.0,3625.0,45257.0,275.0,68842.0,20.03%,0.38%,6.96%,4.97%,62.05%,0.38%,94.38%,38,2,24,15,309,2,386,275.0,5305.0,1350.0,850.0,4410.0,1150.0,0.38%,7.27%,1.85%,1.17%,6.05%,1.58%,2,38,9,8,47,5,6203.25,0,22.0,0,27679.57,9778.49,33904.82,8.5%,0.0%,0.03%,0.0%,37.95%,13.41%,46.48%,300.0,2872.21,0,0,0,3000.0,0,9300.880000000001,0,3704.9,0,37.43,20483.71,0,0,22.0,600.0,4539.39,0,0,0,0,0,0.41%,3.94%,0.0%,0.0%,0.0%,4.11%,0.0%,12.75%,0.0%,5.08%,0.0%,0.05%,28.08%,0.0%,0.0%,0.03%,0.82%,6.22%,0.0%,0.0%,0.0%,0.0%,0.0%
25,"Bravo, Ischia",Participant,City Council District 15,A,2317,False,False,17546.0,284,61.78,598.26,16947.74,60.0,0,0,0,17486.0,0,0,0,0,0,0,0,0,0.34%,0.0%,0.0%,0.0%,99.66%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,284,0,0,0,0,0,0,0,0,2010.0,11050.0,1915.0,25.0,1306.0,11050.0,16306.0,11.46%,62.98%,10.91%,0.14%,7.44%,62.98%,92.93%,24,204,19,1,21,204,268,405.0,1535.0,0,965.0,1315.0,825.0,2.31%,8.75%,0.0%,5.5%,7.49%,4.7%,3,28,0,15,23,13,0,199.76,0,0,0,398.5,199.76,0.0%,1.14%,0.0%,0.0%,0.0%,2.27%,1.14%,163.32,0,0,0,0,0,0,0,0,0,0,0,376.72,0,0,0,0,58.22,0,0,0,0,0,0.93%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.15%,0.0%,0.0%,0.0%,0.0%,0.33%,0.0%,0.0%,0.0%,0.0%,0.0%
26,"Bravo-Lopez, Glomani",Participant,City Council District 33,A,2278,False,False,1670.0,29,57.59,328.71000000000004,1341.29,40.0,0,0,0,1630.0,0,0,0,0,0,0,0,0,2.4%,0.0%,0.0%,0.0%,97.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,28,0,0,0,0,0,0,0,0,200.0,50.0,0,0,1095.0,50.0,1345.0,11.98%,2.99%,0.0%,0.0%,65.57%,2.99%,80.54%,3,1,0,0,20,1,24,50.0,100.0,175.0,150.0,175.0,0,2.99%,5.99%,10.48%,8.98%,10.48%,0.0%,1,1,1,2,3,0,73.0,0,0,0,0,255.71,73.0,4.37%,0.0%,0.0%,0.0%,0.0%,15.31%,4.37%,0,0,0,0,0,0,0,0,0,0,0,0,128.71,0,0,0,0,200.0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,7.71%,0.0%,0.0%,0.0%,0.0%,11.98%,0.0%,0.0%,0.0%,0.0%,0.0%
27,"Brazela, Gardy",Participant,City Council District 46,A,2271,False,False,34300.0,301,113.95,3705.69,30594.31,0,0,0,850.0,32850.0,0,0,0,0,0,0,600.0,0,0.0%,0.0%,0.0%,2.48%,95.77%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1.75%,0.0%,0,0,0,2,297,0,0,0,0,0,0,2,0,150.0,125.0,1280.0,150.0,30295.0,125.0,32000.0,0.44%,0.36%,3.73%,0.44%,88.32%,0.36%,93.29%,2,3,12,2,267,3,286,815.0,2380.0,0,4010.0,6895.0,30.0,2.38%,6.94%,0.0%,11.69%,20.1%,0.09%,6,27,0,29,61,3,0,0,0,0,1140.0,2565.69,1140.0,0.0%,0.0%,0.0%,0.0%,3.32%,7.48%,3.32%,0,0,0,0,0,0,0,90.0,0,0,0,0,3315.689999999999,0,0,0,0,0,0,300.0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.26%,0.0%,0.0%,0.0%,0.0%,9.67%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.87%,0.0%,0.0%,0.0%
28,"Brea, Lorenzo",Participant,City Council District 26,A,2360,False,False,10316.41,264,39.08,290.54999999999995,10025.86,0,0,0,0,10316.41,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,264,0,0,0,0,0,0,0,0,392.0,425.0,7684.41,0,1105.0,425.0,9606.41,3.8%,4.12%,74.49%,0.0%,10.71%,4.12%,93.12%,6,4,220,0,14,4,244,75.0,1875.0,0,180.0,880.0,1630.0,0.73%,18.17%,0.0%,1.74%,8.53%,15.8%,2,67,0,6,19,59,0,0,287.40999999999997,0,0,3.14,287.40999999999997,0.0%,0.0%,2.79%,0.0%,0.0%,0.03%,2.79%,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,287.40999999999997,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.03%,0.0%,0.0%,0.0%,0.0%,2.79%,0.0%,0.0%,0.0%,0.0%,0.0%
29,"Brook Krasny, Alec",Participant,City Council District 47,A,539,False,False,25.0,1,25.0,25.010000000000005,-0.010000000000005116,25.0,0,0,0,0,0,0,0,0,0,0,0,0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,25.0,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,25.010000000000005,0,25.010000000000005,0.0%,0.0%,0.0%,0.0%,100.04%,0.0%,100.04%,0,0,0,0,0,0,0,0,0,0,0,0,95.15,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,380.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
30,"Brooks-Powers, Selvena N",Participant,Undeclared,A,1624,False,False,100.0,1,100.0,46.35,53.65,100.0,0,0,0,0,0,0,0,0,0,0,0,0,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,100.0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,46.35,0,0.0%,0.0%,0.0%,0.0%,0.0%,46.35%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,46.35,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,46.35%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
